uei,start,end,state,location,deaths
UEI-IMD-FL-2022-0337,2022-07-02,2022-07-02,Assam,,2.0
UEI-IMD-FL-2022-0338,2022-07-02,2022-07-02,Assam,,1.0
UEI-IMD-FL-2022-0546,2022-07-02,2022-07-02,Kerala,,1.0
UEI-IMD-FL-2022-0798,2022-07-02,2022-07-02,Rajasthan,,2.0
UEI-IMD-FL-2022-0339,2022-07-03,2022-07-03,Assam,,
UEI-IMD-FL-2022-0340,2022-07-03,2022-07-03,Assam,,1.0
UEI-IMD-FL-2022-0341,2022-07-04,2022-07-04,Assam,,
UEI-IMD-FL-2022-0342,2022-07-04,2022-07-04,Assam,,2.0
UEI-IMD-FL-2022-0343,2022-07-04,2022-07-04,Assam,,1.0
UEI-IMD-FL-2022-0344,2022-07-04,2022-07-04,Assam,,1.0
UEI-IMD-FL-2022-0504,2022-07-04,2022-07-04,Karnataka,,1.0
UEI-IMD-FL-2022-0505,2022-07-04,2022-07-04,Karnataka,,
UEI-IMD-FL-2022-0506,2022-07-04,2022-07-04,Karnataka,,
UEI-IMD-FL-2022-0547,2022-07-04,2022-07-04,Kerala,,1.0
UEI-IMD-FL-2022-0630,2022-07-04,2022-07-04,Maharashtra,,1.0
UEI-IMD-FL-2022-0860,2022-07-04,2022-07-04,Telangana,,1.0
UEI-IMD-FL-2022-0345,2022-07-05,2022-07-05,Assam,,
UEI-IMD-FL-2022-0346,2022-07-05,2022-07-05,Assam,,1.0
UEI-IMD-FL-2022-0347,2022-07-05,2022-07-05,Assam,,1.0
UEI-IMD-FL-2022-0414,2022-07-05,2022-07-05,Goa,,1.0
UEI-IMD-FL-2022-0548,2022-07-05,2022-07-05,Kerala,,1.0
UEI-IMD-FL-2022-0963,2022-07-05,2022-07-05,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0348,2022-07-06,2022-07-06,Assam,,
UEI-IMD-FL-2022-0349,2022-07-06,2022-07-06,Assam,,1.0
UEI-IMD-FL-2022-0453,2022-07-06,2022-07-06,Himachal Pradesh,,1.0
UEI-IMD-FL-2022-0454,2022-07-06,2022-07-06,Himachal Pradesh,,8.0
UEI-IMD-FL-2022-0455,2022-07-06,2022-07-06,Himachal Pradesh,,
UEI-IMD-FL-2022-0507,2022-07-06,2022-07-06,Karnataka,,3.0
UEI-IMD-FL-2022-0631,2022-07-06,2022-07-06,Maharashtra,,
UEI-IMD-FL-2022-0632,2022-07-06,2022-07-06,Maharashtra,,
UEI-IMD-FL-2022-0633,2022-07-06,2022-07-06,Maharashtra,,
UEI-IMD-FL-2022-0634,2022-07-06,2022-07-06,Maharashtra,,
UEI-IMD-FL-2022-0635,2022-07-06,2022-07-06,Maharashtra,,1.0
UEI-IMD-FL-2022-1121,2022-07-06,2022-07-06,Jammu & Kashmir,,
UEI-IMD-FL-2022-0350,2022-07-07,2022-07-07,Assam,,
UEI-IMD-FL-2022-0351,2022-07-07,2022-07-07,Assam,,1.0
UEI-IMD-FL-2022-0352,2022-07-07,2022-07-07,Assam,,1.0
UEI-IMD-FL-2022-0353,2022-07-07,2022-07-07,Assam,,
UEI-IMD-FL-2022-0456,2022-07-07,2022-07-07,Himachal Pradesh,,
UEI-IMD-FL-2022-0549,2022-07-07,2022-07-07,Kerala,,1.0
UEI-IMD-FL-2022-0861,2022-07-07,2022-07-07,Telangana,,
UEI-IMD-FL-2022-1122,2022-07-07,2022-07-07,Jammu & Kashmir,,1.0
UEI-IMD-FL-2022-0354,2022-07-08,2022-07-08,Assam,,1.0
UEI-IMD-FL-2022-0355,2022-07-08,2022-07-08,Assam,,
UEI-IMD-FL-2022-0356,2022-07-08,2022-07-08,Assam,,
UEI-IMD-FL-2022-0636,2022-07-08,2022-07-08,Maharashtra,,1.0
UEI-IMD-FL-2022-0799,2022-07-08,2022-07-08,Rajasthan,,2.0
UEI-IMD-FL-2022-0800,2022-07-08,2022-07-08,Rajasthan,,2.0
UEI-IMD-FL-2022-0862,2022-07-08,2022-07-08,Telangana,,
UEI-IMD-FL-2022-0863,2022-07-08,2022-07-08,Telangana,,2.0
UEI-IMD-FL-2022-1123,2022-07-08,2022-07-08,Jammu & Kashmir,,16.0
UEI-IMD-FL-2022-0357,2022-07-09,2022-07-09,Assam,,
UEI-IMD-FL-2022-0358,2022-07-09,2022-07-09,Assam,,2.0
UEI-IMD-FL-2022-0637,2022-07-09,2022-07-09,Maharashtra,,4.0
UEI-IMD-FL-2022-0638,2022-07-09,2022-07-09,Maharashtra,,
UEI-IMD-FL-2022-0639,2022-07-09,2022-07-09,Maharashtra,,
UEI-IMD-FL-2022-0640,2022-07-09,2022-07-09,Maharashtra,,
UEI-IMD-FL-2022-0641,2022-07-09,2022-07-09,Maharashtra,,1.0
UEI-IMD-FL-2022-0642,2022-07-09,2022-07-09,Maharashtra,,4.0
UEI-IMD-FL-2022-0864,2022-07-09,2022-07-09,Telangana,,
UEI-IMD-FL-2022-0865,2022-07-09,2022-07-09,Telangana,,
UEI-IMD-FL-2022-0866,2022-07-09,2022-07-09,Telangana,,
UEI-IMD-FL-2022-0867,2022-07-09,2022-07-09,Telangana,,
UEI-IMD-FL-2022-0868,2022-07-09,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0869,2022-07-09,2022-10-25,Telangana,,4.0
UEI-IMD-FL-2022-0550,2022-07-10,2022-07-10,Kerala,,1.0
UEI-IMD-FL-2022-0643,2022-07-10,2022-07-10,Maharashtra,,2.0
UEI-IMD-FL-2022-0870,2022-07-10,2022-07-10,Telangana,,
UEI-IMD-FL-2022-0871,2022-07-10,2022-07-10,Telangana,,
UEI-IMD-FL-2022-0872,2022-07-10,2022-07-10,Telangana,,
UEI-IMD-FL-2022-0873,2022-07-10,2022-07-10,Telangana,,
UEI-IMD-FL-2022-0874,2022-07-10,2022-07-10,Telangana,,
UEI-IMD-FL-2022-0875,2022-07-10,2022-07-10,Telangana,,
UEI-IMD-FL-2022-0359,2022-07-11,2022-07-11,Assam,,
UEI-IMD-FL-2022-0387,2022-07-11,2022-07-11,Chhattisgarh,,
UEI-IMD-FL-2022-0388,2022-07-11,2022-07-11,Chhattisgarh,,1.0
UEI-IMD-FL-2022-0389,2022-07-11,2022-07-11,Chhattisgarh,,
UEI-IMD-FL-2022-0419,2022-07-11,2022-07-11,Gujarat,,7.0
UEI-IMD-FL-2022-0420,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0421,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0422,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0423,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0424,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0425,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0426,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0427,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0428,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0429,2022-07-11,2022-07-11,Gujarat,,
UEI-IMD-FL-2022-0644,2022-07-11,2022-07-11,Maharashtra,,1.0
UEI-IMD-FL-2022-0645,2022-07-11,2022-07-11,Maharashtra,,2.0
UEI-IMD-FL-2022-0646,2022-07-11,2022-07-11,Maharashtra,,
UEI-IMD-FL-2022-0647,2022-07-11,2022-07-11,Maharashtra,,1.0
UEI-IMD-FL-2022-0648,2022-07-11,2022-07-11,Maharashtra,,
UEI-IMD-FL-2022-0649,2022-07-11,2022-07-11,Maharashtra,,
UEI-IMD-FL-2022-0876,2022-07-11,2022-07-11,Telangana,,
UEI-IMD-FL-2022-0877,2022-07-11,2022-07-11,Telangana,,
UEI-IMD-FL-2022-0878,2022-07-11,2022-07-11,Telangana,,
UEI-IMD-FL-2022-0879,2022-07-11,2022-07-11,Telangana,,
UEI-IMD-FL-2022-0360,2022-07-12,2022-07-12,Assam,,
UEI-IMD-FL-2022-0361,2022-07-12,2022-07-12,Assam,,1.0
UEI-IMD-FL-2022-0430,2022-07-12,2022-07-13,Gujarat,,14.0
UEI-IMD-FL-2022-0431,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0432,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0433,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0434,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0435,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0436,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0437,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0438,2022-07-12,2022-07-13,Gujarat,,
UEI-IMD-FL-2022-0650,2022-07-12,2022-07-12,Maharashtra,,3.0
UEI-IMD-FL-2022-0651,2022-07-12,2022-07-12,Maharashtra,,6.0
UEI-IMD-FL-2022-0652,2022-07-12,2022-07-12,Maharashtra,,2.0
UEI-IMD-FL-2022-0653,2022-07-12,2022-07-12,Maharashtra,,4.0
UEI-IMD-FL-2022-0654,2022-07-12,2022-07-12,Maharashtra,,
UEI-IMD-FL-2022-0655,2022-07-12,2022-07-12,Maharashtra,,1.0
UEI-IMD-FL-2022-0880,2022-07-12,2022-07-12,Telangana,,
UEI-IMD-FL-2022-0881,2022-07-12,2022-07-12,Telangana,,1.0
UEI-IMD-FL-2022-0882,2022-07-12,2022-07-12,Telangana,,
UEI-IMD-FL-2022-0883,2022-07-12,2022-07-12,Telangana,,
UEI-IMD-FL-2022-0884,2022-07-12,2022-07-12,Telangana,,
UEI-IMD-FL-2022-0362,2022-07-13,2022-07-13,Assam,,
UEI-IMD-FL-2022-0363,2022-07-13,2022-07-13,Assam,,
UEI-IMD-FL-2022-0656,2022-07-13,2022-07-13,Maharashtra,,1.0
UEI-IMD-FL-2022-0657,2022-07-13,2022-07-13,Maharashtra,,2.0
UEI-IMD-FL-2022-0658,2022-07-13,2022-07-13,Maharashtra,,3.0
UEI-IMD-FL-2022-0659,2022-07-13,2022-07-13,Maharashtra,,4.0
UEI-IMD-FL-2022-0660,2022-07-13,2022-07-13,Maharashtra,,1.0
UEI-IMD-FL-2022-0661,2022-07-13,2022-07-13,Maharashtra,,1.0
UEI-IMD-FL-2022-0662,2022-07-13,2022-07-13,Maharashtra,,1.0
UEI-IMD-FL-2022-0770,2022-07-13,2022-07-13,Odisha,,
UEI-IMD-FL-2022-0801,2022-07-13,2022-07-13,Rajasthan,,1.0
UEI-IMD-FL-2022-0885,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0886,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0887,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0888,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0889,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0890,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0891,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0892,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-0893,2022-07-13,2022-07-13,Telangana,,
UEI-IMD-FL-2022-1124,2022-07-13,2022-07-13,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-0364,2022-07-14,2022-07-14,Assam,,
UEI-IMD-FL-2022-0365,2022-07-14,2022-07-14,Assam,,1.0
UEI-IMD-FL-2022-0390,2022-07-14,2022-07-14,Chhattisgarh,,3.0
UEI-IMD-FL-2022-0391,2022-07-14,2022-07-14,Chhattisgarh,,1.0
UEI-IMD-FL-2022-0457,2022-07-14,2022-07-14,Himachal Pradesh,,1.0
UEI-IMD-FL-2022-0663,2022-07-14,2022-07-14,Maharashtra,,1.0
UEI-IMD-FL-2022-0664,2022-07-14,2022-07-14,Maharashtra,,
UEI-IMD-FL-2022-0665,2022-07-14,2022-07-14,Maharashtra,,1.0
UEI-IMD-FL-2022-0666,2022-07-14,2022-07-14,Maharashtra,,2.0
UEI-IMD-FL-2022-0667,2022-07-14,2022-07-14,Maharashtra,,
UEI-IMD-FL-2022-0668,2022-07-14,2022-07-14,Maharashtra,,
UEI-IMD-FL-2022-0802,2022-07-14,2022-07-17,Rajasthan,,5.0
UEI-IMD-FL-2022-0894,2022-07-14,2022-07-14,Telangana,,2.0
UEI-IMD-FL-2022-0895,2022-07-14,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0896,2022-07-14,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0897,2022-07-14,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0898,2022-07-14,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0899,2022-07-14,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0900,2022-07-14,2022-07-14,Telangana,,
UEI-IMD-FL-2022-0901,2022-07-14,2022-07-14,Telangana,,2.0
UEI-IMD-FL-2022-0392,2022-07-15,2022-07-17,Chhattisgarh,,
UEI-IMD-FL-2022-0393,2022-07-15,2022-07-17,Chhattisgarh,,
UEI-IMD-FL-2022-0394,2022-07-15,2022-07-17,Chhattisgarh,,
UEI-IMD-FL-2022-0551,2022-07-15,2022-07-15,Kerala,,1.0
UEI-IMD-FL-2022-0669,2022-07-15,2022-07-15,Maharashtra,,
UEI-IMD-FL-2022-0670,2022-07-15,2022-07-15,Maharashtra,,
UEI-IMD-FL-2022-0671,2022-07-15,2022-07-15,Maharashtra,,
UEI-IMD-FL-2022-0672,2022-07-15,2022-07-15,Maharashtra,,
UEI-IMD-FL-2022-0673,2022-07-15,2022-07-15,Maharashtra,,
UEI-IMD-FL-2022-0902,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0903,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0904,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0905,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0906,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0907,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0908,2022-07-15,2022-07-17,Telangana,,
UEI-IMD-FL-2022-0059,2022-07-16,2022-07-16,Arunachal Pradesh,,
UEI-IMD-FL-2022-0552,2022-07-16,2022-07-16,Kerala,,4.0
UEI-IMD-FL-2022-0553,2022-07-16,2022-07-16,Kerala,,
UEI-IMD-FL-2022-0554,2022-07-16,2022-07-16,Kerala,,
UEI-IMD-FL-2022-0674,2022-07-16,2022-07-16,Maharashtra,,2.0
UEI-IMD-FL-2022-0675,2022-07-16,2022-07-16,Maharashtra,,
UEI-IMD-FL-2022-0366,2022-07-17,2022-07-17,Assam,,
UEI-IMD-FL-2022-0367,2022-07-17,2022-07-17,Assam,,1.0
UEI-IMD-FL-2022-0004,2022-07-18,2022-07-25,Andhra Pradesh,,1.0
UEI-IMD-FL-2022-0005,2022-07-18,2022-07-25,Andhra Pradesh,,5.0
UEI-IMD-FL-2022-0006,2022-07-18,2022-07-25,Andhra Pradesh,,1.0
UEI-IMD-FL-2022-0676,2022-07-18,2022-07-18,Maharashtra,,2.0
UEI-IMD-FL-2022-0677,2022-07-18,2022-07-18,Maharashtra,,13.0
UEI-IMD-FL-2022-0678,2022-07-18,2022-07-18,Maharashtra,,
UEI-IMD-FL-2022-0803,2022-07-18,2022-07-18,Rajasthan,,1.0
UEI-IMD-FL-2022-0368,2022-07-19,2022-07-19,Assam,,
UEI-IMD-FL-2022-0369,2022-07-19,2022-07-19,Assam,,1.0
UEI-IMD-FL-2022-0555,2022-07-19,2022-07-19,Kerala,,1.0
UEI-IMD-FL-2022-0679,2022-07-19,2022-07-19,Maharashtra,,2.0
UEI-IMD-FL-2022-0680,2022-07-19,2022-07-19,Maharashtra,,
UEI-IMD-FL-2022-0804,2022-07-19,2022-07-19,Rajasthan,,2.0
UEI-IMD-FL-2022-1098,2022-07-19,2022-07-19,Uttarakhand,,2.0
UEI-IMD-FL-2022-0556,2022-07-20,2022-07-20,Kerala,,1.0
UEI-IMD-FL-2022-0681,2022-07-20,2022-07-22,Maharashtra,,
UEI-IMD-FL-2022-0682,2022-07-20,2022-07-22,Maharashtra,,
UEI-IMD-FL-2022-0805,2022-07-20,2022-07-20,Rajasthan,,1.0
UEI-IMD-FL-2022-0806,2022-07-20,2022-07-20,Rajasthan,,1.0
UEI-IMD-FL-2022-1125,2022-07-20,2022-07-20,Jammu & Kashmir,,
UEI-IMD-FL-2022-1126,2022-07-20,2022-07-20,Jammu & Kashmir,,
UEI-IMD-FL-2022-1127,2022-07-20,2022-07-20,Jammu & Kashmir,,1.0
UEI-IMD-FL-2022-0964,2022-07-21,2022-07-21,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0508,2022-07-22,2022-07-23,Karnataka,,
UEI-IMD-FL-2022-0509,2022-07-22,2022-07-23,Karnataka,,
UEI-IMD-FL-2022-0510,2022-07-22,2022-07-22,Karnataka,,1.0
UEI-IMD-FL-2022-0909,2022-07-22,2022-07-22,Telangana,,2.0
UEI-IMD-FL-2022-0910,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0911,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0912,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0913,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0914,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0915,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0916,2022-07-23,2022-07-29,Telangana,,
UEI-IMD-FL-2022-0458,2022-07-24,2022-07-24,Himachal Pradesh,,
UEI-IMD-FL-2022-0807,2022-07-24,2022-07-24,Rajasthan,,1.0
UEI-IMD-FL-2022-0683,2022-07-25,2022-07-30,Maharashtra,,
UEI-IMD-FL-2022-0808,2022-07-25,2022-07-25,Rajasthan,,2.0
UEI-IMD-FL-2022-0809,2022-07-25,2022-07-25,Rajasthan,,5.0
UEI-IMD-FL-2022-0965,2022-07-25,2022-07-25,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0966,2022-07-25,2022-07-25,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0810,2022-07-26,2022-07-27,Rajasthan,,10.0
UEI-IMD-FL-2022-0967,2022-07-26,2022-07-26,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1128,2022-07-27,2022-07-27,Jammu & Kashmir,,1.0
UEI-IMD-FL-2022-0060,2022-07-28,2022-07-29,Arunachal Pradesh,,
UEI-IMD-FL-2022-0061,2022-07-28,2022-07-29,Arunachal Pradesh,,
UEI-IMD-FL-2022-0062,2022-07-28,2022-07-29,Arunachal Pradesh,,
UEI-IMD-FL-2022-0459,2022-07-28,2022-07-29,Himachal Pradesh,,
UEI-IMD-FL-2022-0557,2022-07-28,2022-07-28,Kerala,,1.0
UEI-IMD-FL-2022-0684,2022-07-28,2022-07-28,Maharashtra,,2.0
UEI-IMD-FL-2022-0811,2022-07-28,2022-07-28,Rajasthan,,3.0
UEI-IMD-FL-2022-0968,2022-07-28,2022-07-28,Uttar Pradesh,,
UEI-IMD-FL-2022-0969,2022-07-28,2022-07-28,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0970,2022-07-29,2022-07-29,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0971,2022-07-29,2022-07-29,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0972,2022-07-30,2022-07-30,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0973,2022-07-30,2022-07-30,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0974,2022-07-30,2022-07-30,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1129,2022-07-30,2022-07-30,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-1130,2022-07-30,2022-07-31,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-1131,2022-07-30,2022-07-31,Jammu & Kashmir,,
UEI-IMD-FL-2022-1132,2022-07-30,2022-07-31,Jammu & Kashmir,,
UEI-IMD-FL-2022-0460,2022-07-31,2022-07-31,Himachal Pradesh,,
UEI-IMD-FL-2022-1133,2022-07-31,2022-07-31,Jammu & Kashmir,,3.0
UEI-IMD-FL-2022-0415,2022-08-01,2022-08-08,Goa,,
UEI-IMD-FL-2022-0511,2022-08-01,2022-08-01,Karnataka,,2.0
UEI-IMD-FL-2022-0512,2022-08-01,2022-08-01,Karnataka,,4.0
UEI-IMD-FL-2022-0558,2022-08-01,2022-08-01,Kerala,,1.0
UEI-IMD-FL-2022-0559,2022-08-01,2022-08-01,Kerala,,1.0
UEI-IMD-FL-2022-0560,2022-08-01,2022-08-01,Kerala,,1.0
UEI-IMD-FL-2022-0561,2022-08-01,2022-08-01,Kerala,,4.0
UEI-IMD-FL-2022-0562,2022-08-01,2022-08-01,Kerala,,1.0
UEI-IMD-FL-2022-0563,2022-08-01,2022-08-01,Kerala,,
UEI-IMD-FL-2022-0564,2022-08-01,2022-08-01,Kerala,,3.0
UEI-IMD-FL-2022-0812,2022-08-01,2022-08-01,Rajasthan,,1.0
UEI-IMD-FL-2022-0975,2022-08-01,2022-08-01,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0063,2022-08-02,2022-08-04,Arunachal Pradesh,,
UEI-IMD-FL-2022-0064,2022-08-02,2022-08-04,Arunachal Pradesh,,
UEI-IMD-FL-2022-0065,2022-08-02,2022-08-04,Arunachal Pradesh,,
UEI-IMD-FL-2022-0066,2022-08-02,2022-08-04,Arunachal Pradesh,,
UEI-IMD-FL-2022-0565,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0566,2022-08-02,2022-08-02,Kerala,,1.0
UEI-IMD-FL-2022-0567,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0568,2022-08-02,2022-08-02,Kerala,,3.0
UEI-IMD-FL-2022-0569,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0570,2022-08-02,2022-08-02,Kerala,,1.0
UEI-IMD-FL-2022-0571,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0572,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0573,2022-08-02,2022-08-02,Kerala,,1.0
UEI-IMD-FL-2022-0574,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0575,2022-08-02,2022-08-02,Kerala,,
UEI-IMD-FL-2022-0917,2022-08-02,2022-08-04,Telangana,,
UEI-IMD-FL-2022-0918,2022-08-02,2022-08-04,Telangana,,
UEI-IMD-FL-2022-0919,2022-08-02,2022-08-04,Telangana,,
UEI-IMD-FL-2022-0920,2022-08-02,2022-08-04,Telangana,,
UEI-IMD-FL-2022-0976,2022-08-03,2022-08-03,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0513,2022-08-04,2022-08-04,Karnataka,,2.0
UEI-IMD-FL-2022-0581,2022-08-04,2022-08-04,Madhya Pradesh,,
UEI-IMD-FL-2022-0582,2022-08-04,2022-08-04,Madhya Pradesh,,
UEI-IMD-FL-2022-0685,2022-08-04,2022-08-07,Maharashtra,,9.0
UEI-IMD-FL-2022-0067,2022-08-05,2022-08-05,Arunachal Pradesh,,3.0
UEI-IMD-FL-2022-0977,2022-08-05,2022-08-05,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0686,2022-08-06,2022-08-10,Maharashtra,,
UEI-IMD-FL-2022-0978,2022-08-06,2022-08-06,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0583,2022-08-07,2022-08-07,Madhya Pradesh,,
UEI-IMD-FL-2022-0687,2022-08-07,2022-08-07,Maharashtra,,1.0
UEI-IMD-FL-2022-0979,2022-08-07,2022-08-07,Uttar Pradesh,,
UEI-IMD-FL-2022-0980,2022-08-07,2022-08-07,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-1134,2022-08-07,2022-08-07,Jammu & Kashmir,,1.0
UEI-IMD-FL-2022-0068,2022-08-08,2022-08-08,Arunachal Pradesh,,1.0
UEI-IMD-FL-2022-0069,2022-08-08,2022-08-10,Arunachal Pradesh,,
UEI-IMD-FL-2022-0070,2022-08-08,2022-08-10,Arunachal Pradesh,,
UEI-IMD-FL-2022-0071,2022-08-08,2022-08-10,Arunachal Pradesh,,
UEI-IMD-FL-2022-0461,2022-08-08,2022-08-08,Himachal Pradesh,,1.0
UEI-IMD-FL-2022-0462,2022-08-08,2022-08-08,Himachal Pradesh,,2.0
UEI-IMD-FL-2022-0514,2022-08-08,2022-08-08,Karnataka,,
UEI-IMD-FL-2022-0688,2022-08-08,2022-08-08,Maharashtra,,4.0
UEI-IMD-FL-2022-0689,2022-08-08,2022-08-08,Maharashtra,,4.0
UEI-IMD-FL-2022-0690,2022-08-08,2022-08-08,Maharashtra,,3.0
UEI-IMD-FL-2022-0813,2022-08-08,2022-08-08,Rajasthan,,1.0
UEI-IMD-FL-2022-0921,2022-08-08,2022-08-10,Telangana,,
UEI-IMD-FL-2022-0922,2022-08-08,2022-08-10,Telangana,,
UEI-IMD-FL-2022-0923,2022-08-08,2022-08-10,Telangana,,
UEI-IMD-FL-2022-0924,2022-08-08,2022-08-10,Telangana,,
UEI-IMD-FL-2022-0981,2022-08-08,2022-08-08,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0982,2022-08-08,2022-08-08,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-1135,2022-08-08,2022-08-08,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-0691,2022-08-09,2022-08-10,Maharashtra,,6.0
UEI-IMD-FL-2022-0692,2022-08-09,2022-08-10,Maharashtra,,
UEI-IMD-FL-2022-0693,2022-08-09,2022-08-10,Maharashtra,,
UEI-IMD-FL-2022-0694,2022-08-09,2022-08-10,Maharashtra,,1.0
UEI-IMD-FL-2022-0695,2022-08-09,2022-08-10,Maharashtra,,
UEI-IMD-FL-2022-0696,2022-08-09,2022-08-10,Maharashtra,,1.0
UEI-IMD-FL-2022-0697,2022-08-09,2022-08-10,Maharashtra,,8.0
UEI-IMD-FL-2022-0395,2022-08-10,2022-08-10,Chhattisgarh,,1.0
UEI-IMD-FL-2022-0396,2022-08-10,2022-08-10,Chhattisgarh,,1.0
UEI-IMD-FL-2022-0416,2022-08-10,2022-08-10,Goa,,1.0
UEI-IMD-FL-2022-0698,2022-08-10,2022-08-10,Maharashtra,,1.0
UEI-IMD-FL-2022-0814,2022-08-10,2022-08-10,Rajasthan,,1.0
UEI-IMD-FL-2022-0463,2022-08-11,2022-08-11,Himachal Pradesh,,2.0
UEI-IMD-FL-2022-0464,2022-08-11,2022-08-11,Himachal Pradesh,,
UEI-IMD-FL-2022-0465,2022-08-11,2022-08-11,Himachal Pradesh,,
UEI-IMD-FL-2022-1136,2022-08-11,2022-08-11,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-1137,2022-08-11,2022-08-11,Jammu & Kashmir,,2.0
UEI-IMD-FL-2022-0699,2022-08-12,2022-08-12,Maharashtra,,
UEI-IMD-FL-2022-0700,2022-08-12,2022-08-12,Maharashtra,,1.0
UEI-IMD-FL-2022-0983,2022-08-12,2022-08-12,Uttar Pradesh,,1.0
UEI-IMD-FL-2022-0771,2022-08-13,2022-08-14,Odisha,,
UEI-IMD-FL-2022-0772,2022-08-13,2022-08-14,Odisha,,
UEI-IMD-FL-2022-0773,2022-08-13,2022-08-14,Odisha,,1.0
UEI-IMD-FL-2022-0984,2022-08-14,2022-08-14,Uttar Pradesh,,2.0
UEI-IMD-FL-2022-0466,2022-08-15,2022-08-15,Himachal Pradesh,,2.0
UEI-IMD-FL-2022-0701,2022-08-16,2022-08-17,Maharashtra,,2.0
UEI-IMD-FL-2022-0815,2022-08-16,2022-08-16,Rajasthan,,1.0
